CHR	START	END	DF_3m1	DF_3m2	DF_29m2	DF_29m6	DF_29m7
chr1	20913227	20914023	12.1349103887707	3.82668701059429	10.5176991806759	9.39979904011448	17.8444751545118
chr1	20930110	20930970	17.6507787473029	22.9601220635658	12.6212390168111	22.5595176962747	24.7839932701553
chr1	20941067	20942608	219.53156066958	285.088182289275	236.648231565209	234.05499609885	238.917695124297
chr1	20988364	20988697	4.41269468682572	0.956671752648574	7.36238942647315	7.51983923209158	6.93951811564349
chr1	20998166	20998694	6.61904203023858	0.956671752648574	3.15530975420278	18.799598080229	15.8617556928994
chr1	21004826	21005525	17.6507787473029	7.65337402118859	23.1389381974871	17.8596181762175	6.93951811564349
chr1	21030926	21032099	13.2380840604772	7.65337402118859	25.2424780336222	19.7395779842404	50.5593462711169
chr1	21042071	21043389	27.5793417926607	20.09010680562	43.1225666407713	37.5991961604579	36.6803100398299
chr1	21048064	21048393	8.82538937365144	0.956671752648574	7.36238942647315	10.3397789441259	5.94815838483728
chr1	21060682	21061283	4.41269468682572	0.956671752648574	19.9836284432843	10.3397789441259	18.835834885318
chr1	21062999	21070197	1142.88792388786	1236.97657617461	1101.20310421677	1117.63610586961	1130.15009311908
chr1	21156112	21157490	142.309403650129	140.63074763934	147.247788529463	132.537166465614	153.660758274963
chr1	21208363	21209938	323.229885809984	353.968548479972	307.116816075737	282.933951107446	291.459760857027
chr1	21261401	21262626	38.611078509725	43.0502288691858	58.8991154117852	58.2787540487097	63.4470227715976
chr1	21401588	21402218	16.5476050755964	9.56671752648574	27.3460178697574	24.4394775042976	8.92223757725592
chr1	21489945	21490529	12.1349103887707	8.61004577383716	12.6212390168111	6.57985932808013	13.879036231287
chr1	21819781	21820458	20.9602997624222	12.4367327844315	21.0353983613519	19.7395779842404	18.835834885318
chr1	21950228	21952779	343.0870119007	311.874991363435	280.822568124047	277.294071683377	226.030018623817
chr1	22258539	22259233	19.8571260907157	27.7434808268086	29.4495577058926	33.8392765444121	24.7839932701553
chr1	22539918	22541021	61.7777256155601	37.3101983532944	50.4849560672445	59.2187339527212	35.6889503090237
chr1	22812208	22813521	76.1189833477437	58.356976911563	98.8663722983538	99.6378698252134	57.4988643867603
chr1	23194469	23195593	41.9205995248443	33.4835113427001	19.9836284432843	19.7395779842404	36.6803100398299
chr1	23209367	23209763	4.41269468682572	0.956671752648574	2.10353983613519	7.51983923209158	13.879036231287
chr1	23262452	23266609	582.475698660995	673.496913864596	525.884959033797	552.708183558731	574.988643867603
chr1	23268358	23268932	8.82538937365144	4.78335876324287	14.7247788529463	10.3397789441259	4.95679865403106
chr1	23270667	23271764	15.44443140389	22.9601220635658	25.2424780336222	21.6195377922633	28.7494321933802
chr1	23273609	23274130	14.3412577321836	0.956671752648574	10.5176991806759	4.69989952005724	16.8531154237056
chr1	23277890	23280686	193.055392548625	227.687877130361	164.076107218545	148.516824833809	167.53979450625
chr1	23280785	23281419	17.6507787473029	22.9601220635658	1.05176991806759	4.69989952005724	15.8617556928994
chr1	23328045	23328879	19.8571260907157	10.5233892791343	17.8800886071491	19.7395779842404	33.7062308474112
chr1	23388731	23390016	150.031619352074	85.1437859857231	87.2969031996103	169.196382722061	147.712599890126
chr1	23390176	23390890	19.8571260907157	37.3101983532944	27.3460178697574	23.4994976002862	24.7839932701553
chr1	23663177	23663495	3.30952101511929	7.65337402118859	1.05176991806759	6.57985932808013	9.91359730806213
chr1	23768389	23770481	242.698207775415	203.771083314146	227.1823023026	166.376443010026	164.565715313831
chr1	23927014	23929805	394.936174470902	314.745006621381	315.530975420278	435.2106955573	359.863582282655
chr1	24011168	24012993	302.269586047562	415.195540649481	306.06504615767	325.233046787961	319.217833319601
chr1	24105530	24108159	567.031267257105	569.219692825901	544.816817559013	485.969610373918	545.247851943417
chr1	24114161	24115049	24.2698207775415	11.4800610317829	30.5013276239602	14.0996985601717	10.9049570388683
chr1	24193626	24194260	18.7539524190093	0.956671752648574	16.8283186890815	12.2197387521488	6.93951811564349
chr1	24201739	24204685	105.904672483817	51.660274643023	59.9508853298528	48.8789550085953	38.6630295014423
chr1	24593138	24594465	72.8094623326244	56.4436334062658	54.6920357395149	83.6582114570188	56.5075046559541
chr1	24601841	24602425	22.0634734341286	7.65337402118859	14.7247788529463	10.3397789441259	14.8703959620932
chr1	24684572	24686781	594.610609049766	661.060181080164	574.266375264906	511.349067782227	527.403376788905
chr1	24736453	24737283	19.8571260907157	26.7868090741601	24.1907081155547	28.1993971203434	29.7407919241864
chr1	29542612	29542975	20.9602997624222	14.3500762897286	7.36238942647315	7.51983923209158	6.93951811564349
chr1	29794052	29794414	16.5476050755964	20.09010680562	22.0871682794195	13.1597186561603	15.8617556928994
chr1	30147088	30147416	6.61904203023858	0.956671752648574	12.6212390168111	9.39979904011448	1.98271946161243
chr1	30647795	30648480	15.44443140389	7.65337402118859	16.8283186890815	14.0996985601717	9.91359730806213
chr1	30846092	30846514	8.82538937365144	1.91334350529715	9.46592926260834	6.57985932808013	8.92223757725592
chr1	30928035	30931596	477.674199848884	449.63572374483	403.879648537956	675.845550984231	484.774908364238
chr1	30977318	30977788	2.20634734341286	1.91334350529715	8.41415934454075	13.1597186561603	12.8876765004808
chr1	31001952	31002405	8.82538937365144	6.69670226854002	1.05176991806759	8.45981913610303	13.879036231287
chr1	31002646	31002987	9.92856304535787	5.74003051589144	1.05176991806759	4.69989952005724	16.8531154237056
chr1	31003210	31008100	787.666001598391	789.254195935073	595.301773626258	845.981913610303	812.914979261094
chr1	31076013	31076682	14.3412577321836	14.3500762897286	25.2424780336222	16.9196382722061	22.8012738085429
chr1	31159215	31159829	6.61904203023858	7.65337402118859	7.36238942647315	12.2197387521488	6.93951811564349
chr1	31199214	31199695	6.61904203023858	10.5233892791343	7.36238942647315	14.0996985601717	9.91359730806213
chr1	31671948	31672470	6.61904203023858	12.4367327844315	12.6212390168111	15.9796583681946	10.9049570388683
chr1	32229282	32229991	26.4761681209543	17.2200915476743	31.5530975420278	25.3794574083091	21.8099140777367
chr1	33590179	33590893	5.51586835853215	0.956671752648574	18.9318585252167	15.0396784641832	8.92223757725592
chr1	33725935	33727796	524.007494060554	663.93019633811	516.419029771188	471.869911813747	500.636664057137
chr1	33729552	33730789	36.4047311663122	36.3535266006458	38.915486968501	63.9186334727784	64.4383825024038
chr1	33746209	33747401	57.3650309287343	40.1802136112401	56.79557557565	39.4791559684808	74.351979810466
chr1	33776413	33778622	361.840964319709	325.268395900515	315.530975420278	416.411097477071	347.967265512981
chr1	33812781	33815200	291.237849330497	267.868090741601	278.719028287912	392.911599876785	357.880862821043
chr1	33869466	33872128	579.166177645876	596.96317365271	544.816817559013	548.008284038674	544.256492212611
chr1	33939963	33940801	45.2301205399636	26.7868090741601	50.4849560672445	63.9186334727784	58.4902241175666
chr1	33963694	33966405	260.348986522717	252.561342699223	260.838939680763	315.833247747846	270.641206510096
chr1	34001844	34002324	9.92856304535787	3.82668701059429	2.10353983613519	7.51983923209158	8.92223757725592
chr1	34031239	34031925	19.8571260907157	20.09010680562	19.9836284432843	8.45981913610303	10.9049570388683
chr1	34037217	34038048	14.3412577321836	7.65337402118859	21.0353983613519	25.3794574083091	8.92223757725592
chr1	34061747	34065205	601.229651080004	707.937096959944	576.369915101041	513.22902759025	508.567541903587
chr1	34067624	34071201	425.825037278682	441.025677970992	462.778763949741	537.668505094548	495.679865403106
chr1	34077135	34077648	11.0317367170643	10.5233892791343	17.8800886071491	6.57985932808013	15.8617556928994
chr1	34100161	34100663	9.92856304535787	9.56671752648574	15.7765487710139	18.799598080229	6.93951811564349
chr1	34117501	34118016	1.10317367170643	3.82668701059429	9.46592926260834	15.9796583681946	12.8876765004808
chr1	34131546	34132079	1.10317367170643	7.65337402118859	18.9318585252167	4.69989952005724	19.8271946161243
chr1	34166865	34167382	9.92856304535787	0.956671752648574	16.8283186890815	18.799598080229	15.8617556928994
chr1	34177368	34181280	328.745754168516	374.058655285592	331.307524191292	286.693870723492	329.131430627663
chr1	34183548	34183998	6.61904203023858	4.78335876324287	10.5176991806759	12.2197387521488	7.9308778464497
chr1	34184213	34184985	26.4761681209543	3.82668701059429	14.7247788529463	17.8596181762175	15.8617556928994
chr1	34195830	34196699	8.82538937365144	6.69670226854002	16.8283186890815	23.4994976002862	30.7321516549926
chr1	34197084	34197899	28.6825154643672	17.2200915476743	26.2942479516898	16.9196382722061	28.7494321933802
chr1	34207211	34207745	5.51586835853215	8.61004577383716	14.7247788529463	15.0396784641832	25.7753530009615
chr1	34292724	34298177	804.213606673987	848.567844599285	683.650446743936	521.688846726353	556.152808982285
chr1	34488968	34492623	335.364796198755	299.438258579004	342.876993290036	352.492464004293	358.872222551849
chr1	34495168	34498226	757.880312462317	935.624974090305	780.413279206154	708.744847624631	808.94954033787
chr1	34515931	34517240	189.745871533506	184.637648261175	175.645576317288	173.896282242118	143.747160966901
chr1	34529228	34530316	105.904672483817	122.453984339017	119.901770659706	107.157709057305	102.11005227304
chr1	34542167	34542970	28.6825154643672	17.2200915476743	22.0871682794195	17.8596181762175	14.8703959620932
chr1	34636139	34636779	27.5793417926607	1.91334350529715	17.8800886071491	18.799598080229	15.8617556928994
chr1	34734420	34736197	248.214076133947	227.687877130361	192.47389500637	114.677548289397	102.11005227304
chr1	34757305	34757779	5.51586835853215	5.74003051589144	15.7765487710139	6.57985932808013	0.991359730806213
chr1	34806972	34807376	9.92856304535787	8.61004577383716	11.5694690987435	6.57985932808013	11.8963167696746
chr1	34807490	34808090	28.6825154643672	15.3067480423772	13.6730089348787	26.3194373123205	11.8963167696746
chr1	34858165	34859659	222.841081684699	263.084731978358	238.751771401344	205.855598978507	209.176903200111
chr1	34897512	34900847	535.039230777619	600.789860663304	463.830533867809	651.406073479933	559.126888174704
chr1	34906333	34909376	281.30928628514	342.488487448189	296.599116895061	231.235056386816	289.477041395414
chr1	35331800	35332376	8.82538937365144	5.74003051589144	16.8283186890815	6.57985932808013	8.92223757725592
chr1	35906443	35907214	15.44443140389	8.61004577383716	22.0871682794195	18.799598080229	17.8444751545118
chr1	36030174	36031102	31.9920364794865	17.2200915476743	24.1907081155547	17.8596181762175	25.7753530009615
chr1	36043836	36044825	1.10317367170643	0.956671752648574	37.8637170504334	31.0193368323778	32.714871116605
chr1	36047391	36048008	7.72221570194501	0.956671752648574	15.7765487710139	12.2197387521488	12.8876765004808
chr1	36048682	36049128	1.10317367170643	1.91334350529715	12.6212390168111	17.8596181762175	11.8963167696746
chr1	36075951	36076302	4.41269468682572	2.87001525794572	6.31061950840556	12.2197387521488	6.93951811564349
chr1	36087569	36088114	2.20634734341286	5.74003051589144	17.8800886071491	11.2797588481374	12.8876765004808
chr1	36121421	36122505	29.7856891360736	13.39340453708	15.7765487710139	22.5595176962747	26.7667127317677
chr1	36124616	36128838	283.515633628553	347.271846211432	371.27478107786	558.3480629828	451.068677516827
chr1	36299574	36301944	451.19803172793	545.302899009687	459.623454195538	421.110996997128	418.353806400222
chr1	36311379	36312291	37.5079048380186	34.4401830953487	44.1743365588389	31.0193368323778	41.6371086938609
chr1	36359835	36360470	37.5079048380186	28.7001525794572	28.397787787825	19.7395779842404	19.8271946161243
chr1	36364003	36367268	667.42007138239	817.95434851453	638.424340267029	554.588143366754	556.152808982285
chr1	36424066	36426537	415.896474233324	432.415632197155	413.345577800564	487.849570181941	387.621654745229
chr1	36501189	36502606	317.714017451452	400.845464359752	290.288497386656	250.034654467045	298.39927897267
chr1	36527523	36533421	530.626536090793	529.039479214661	519.574339525391	501.949268742113	513.524340557618
chr1	36542044	36542568	6.61904203023858	0.956671752648574	13.6730089348787	11.2797588481374	7.9308778464497
chr1	36568125	36569141	180.920482159854	186.550991766472	150.403098283666	157.916623873923	133.833563658839
chr1	36569336	36570829	111.420540842349	110.973923307235	113.5911511513	186.116020994267	93.187814695784
chr1	36602543	36604739	329.848927840223	386.495388070024	339.721683535833	307.373428611743	357.880862821043
chr1	36605907	36606290	1.10317367170643	4.78335876324287	5.25884959033797	1.87995980802289	10.9049570388683
chr1	36611102	36615785	1080.00702460059	1385.26069783513	1154.84337003822	1058.41737191689	1156.91680585085
chr1	36636904	36637876	19.8571260907157	18.1767633003229	22.0871682794195	38.5391760644693	34.6975905782175
chr1	36645265	36646496	29.7856891360736	11.4800610317829	28.397787787825	16.9196382722061	23.7926335393491
chr1	36747765	36749831	445.682163369398	640.970074274544	509.056640344715	468.109992197701	473.86995132537
chr1	36764837	36767546	605.64234576683	660.103509327516	584.784074445582	563.047962502857	530.377455981324
chr1	36841558	36842479	50.7459888984958	56.4436334062658	51.5367259853121	67.6785530888242	82.2828576569157
chr1	36993669	36997635	683.967676457986	750.98732582913	600.560623216596	816.842536585948	692.960451833543
chr1	37085420	37087001	104.801498812111	90.8838165016145	110.435841397097	138.177045889683	130.85948446642
chr1	37134753	37135254	2.20634734341286	7.65337402118859	15.7765487710139	11.2797588481374	8.92223757725592
chr1	37288140	37288510	2.20634734341286	4.78335876324287	8.41415934454075	10.3397789441259	4.95679865403106
chr1	37356211	37358264	429.134558293801	528.082807462013	430.173896489646	389.151680260739	428.267403708284
chr1	37485515	37488920	881.435763693437	1102.08585905116	861.399562897359	809.322697353856	937.826305342678
chr1	37596344	37598596	259.245812851011	261.171388473061	205.095134023181	265.074332931228	176.462032083506
chr1	37642145	37643529	68.3967676457986	37.3101983532944	46.2778763949741	48.8789550085953	35.6889503090237
chr1	37776206	37776544	17.6507787473029	4.78335876324287	1.05176991806759	12.2197387521488	4.95679865403106
chr1	37776697	37777338	52.9523362419086	35.3968548479972	37.8637170504334	39.4791559684808	25.7753530009615
chr1	37920905	37923409	507.459888984958	559.652975299416	475.400002966552	492.549469701998	481.800829171819
chr1	37927982	37930423	313.301322764626	369.275296522349	307.116816075737	313.013308035812	393.569813130067
chr1	37945519	37948865	713.75336559406	941.365004606197	674.184517481327	730.364385416895	762.355632989978
chr1	38052559	38056989	1228.93547028096	1324.03370566563	1159.05044971049	1135.49572404583	1163.85632396649
chr1	38184085	38186635	316.610843779745	403.715479617698	356.550002224914	501.949268742113	374.733978244748
chr1	38186766	38187588	65.0872466306794	55.4869616536173	50.4849560672445	79.898291840973	47.5852670786982
chr1	38273019	38276010	289.031501987085	331.008426416406	205.095134023181	142.87694540974	152.669398544157
chr1	38319630	38320022	6.61904203023858	0.956671752648574	7.36238942647315	13.1597186561603	18.835834885318
chr1	38321341	38321767	4.41269468682572	2.87001525794572	15.7765487710139	10.3397789441259	16.8531154237056
chr1	38360385	38362117	39.7142521814315	26.7868090741601	61.0026552479204	120.317427713465	132.842203928033
chr1	38364592	38366160	36.4047311663122	33.4835113427001	43.1225666407713	24.4394775042976	40.6457489630547
chr1	38376167	38377992	37.5079048380186	28.7001525794572	52.5884959033797	124.077347329511	105.084131465459
chr1	38391004	38391401	4.41269468682572	1.91334350529715	6.31061950840556	9.39979904011448	3.96543892322485
chr1	38415412	38415963	6.61904203023858	15.3067480423772	9.46592926260834	4.69989952005724	20.8185543469305
chr1	38658483	38658935	8.82538937365144	2.87001525794572	13.6730089348787	13.1597186561603	13.879036231287
chr1	38663931	38665435	33.0952101511929	11.4800610317829	37.8637170504334	33.8392765444121	32.714871116605
chr1	38682450	38684220	336.467969870461	400.845464359752	260.838939680763	250.974634371056	214.133701854142
chr1	38684470	38685314	67.2935939740922	76.5337402118859	67.313274756326	53.5788545286525	72.3692603488535
chr1	38714444	38714969	6.61904203023858	5.74003051589144	10.5176991806759	6.57985932808013	4.95679865403106
chr1	38792182	38792742	14.3412577321836	5.74003051589144	9.46592926260834	12.2197387521488	16.8531154237056
chr1	38892314	38893734	84.9443727213951	52.6169463956715	82.0380536092723	102.457809537248	81.2914979261095
chr1	38954033	38955501	206.293476609102	193.247694035012	178.800886071491	207.73555878653	179.436111275925
chr1	39043670	39046580	732.507318013069	797.86424170891	684.702216662003	626.026616071624	664.211019640163
chr1	39162576	39162908	4.41269468682572	0.956671752648574	3.15530975420278	6.57985932808013	8.92223757725592
chr1	39249110	39252084	293.44419667391	344.401830953486	379.688940422401	473.74987162177	353.915423897818
chr1	39344172	39344819	14.3412577321836	8.61004577383716	18.9318585252167	20.6795578882518	18.835834885318
chr1	39423672	39426833	715.959712937473	786.384180677128	736.238942647315	725.664485896838	703.865408872411
chr1	39534614	39536243	196.364913563745	142.544091144637	156.713717792071	187.995980802289	136.807642851257
chr1	39591772	39594906	686.174023801399	610.35657818979	556.386286657757	576.207681159017	604.72943579179
chr1	39631432	39634902	376.182222051893	428.588945186561	395.465489193415	686.185329928357	449.085958055214
chr1	39692662	39693801	18.7539524190093	17.2200915476743	24.1907081155547	18.799598080229	17.8444751545118
chr1	39706880	39708319	186.436350518387	141.587419391989	158.817257628207	125.017327233523	166.548434775444
chr1	39770694	39771562	6.61904203023858	18.1767633003229	27.3460178697574	15.0396784641832	9.91359730806213
chr1	39777454	39778308	62.8808992872665	52.6169463956715	51.5367259853121	53.5788545286525	57.4988643867603
chr1	39815971	39816858	22.0634734341286	9.56671752648574	26.2942479516898	16.9196382722061	27.758072462574
chr1	39817971	39819499	62.8808992872665	38.2668701059429	66.2615048382584	63.9186334727784	78.3174187336908
chr1	39926455	39926982	4.41269468682572	0.956671752648574	11.5694690987435	12.2197387521488	16.8531154237056
chr1	39956663	39965215	1029.2610357021	1097.30250028791	1092.78894487223	1215.3940158868	1067.69443007829
chr1	39970087	39970519	5.51586835853215	0.956671752648574	10.5176991806759	11.2797588481374	5.94815838483728
chr1	39972436	39972778	1.10317367170643	3.82668701059429	3.15530975420278	7.51983923209158	11.8963167696746
